Invoice_ID,Branch,Age _Group,Gender,City,Category,Invoice_Amount,Date,Payment_Method,Customer_Rating
9254,WALM087,35-44,Prefer Not to Say,"Manchester, NH",Fashion accessories,75,6/10/22,Cash,5
9255,WALM050,35-44,Female,"Hartford, CT",Home and lifestyle,255,9/29/20,Credit card,7
9256,WALM087,25-34,Prefer Not to Say,"Charlotte, NC",Fashion accessories,87,1/3/19,Cash,4
9257,WALM054,45-54,Female,"Portland, ME",Home and lifestyle,108,12/10/22,Cash,3
9258,WALM082,45-54,Female,"Hartford, CT",Fashion accessories,42,2/3/21,Cash,7
9259,WALM087,35-44,Non-Binary,"Boston, MA",Home and lifestyle,88,11/22/21,Cash,6
9260,WALM025,25-34,Non-Binary,"Little Rock, AR",Fashion accessories,207,5/9/19,Cash,6
9261,WALM030,55+,Non-Binary,"Philadelphia, PA",Home and lifestyle,134,3/8/19,Cash,3
9262,WALM069,25-34,Female,"Jackson, MS",Fashion accessories,60,8/31/20,Cash,5
9263,WALM055,45-54,Non-Binary,"Denver, CO",Home and lifestyle,64,5/10/22,Cash,7
9264,WALM032,45-54,Non-Binary,"Philadelphia, PA",Fashion accessories,71,11/7/22,Cash,6
9265,WALM056,18-24,Non-Binary,"Burlington, VT",Home and lifestyle,68,11/29/22,Cash,4
9266,WALM075,35-44,Female,"Burlington, VT",Fashion accessories,56,12/28/23,Cash,5
9267,WALM082,18-24,Prefer Not to Say,"Billings, MT",Home and lifestyle,150,12/3/20,Cash,7
9268,WALM074,55+,Prefer Not to Say,"Detroit, MI",Fashion accessories,140,1/18/21,Cash,7
9269,WALM050,18-24,Male,"Des Moines, IA",Home and lifestyle,237,7/21/22,Credit card,6
9270,WALM050,45-54,Female,"Indianapolis, IN",Fashion accessories,80,12/31/19,Credit card,4
9271,WALM082,18-24,Non-Binary,"Billings, MT",Home and lifestyle,60,5/1/19,Cash,4
9272,WALM030,55+,Female,"Orlando, FL",Fashion accessories,28,8/4/19,Cash,4
9273,WALM075,55+,Male,"Billings, MT",Home and lifestyle,66,5/18/22,Cash,4
9274,WALM032,35-44,Male,"Hartford, CT",Fashion accessories,66,2/28/20,Cash,7
9275,WALM054,35-44,Male,"St. Louis, MO",Home and lifestyle,65,1/11/23,Cash,5
9276,WALM082,25-34,Female,"Wichita, KS",Fashion accessories,43,7/15/23,Cash,7
9277,WALM035,55+,Female,"Nashville, TN",Home and lifestyle,74,11/21/21,Cash,5
9278,WALM025,45-54,Female,"Albuquerque, NM",Fashion accessories,168,6/23/20,Cash,7
9279,WALM084,18-24,Prefer Not to Say,"St. Louis, MO",Home and lifestyle,66,10/19/23,Cash,7
9280,WALM003,55+,Female,"Anchorage, AK",Fashion accessories,54,7/24/22,Cash,7
9281,WALM075,55+,Female,"Baltimore, MD",Home and lifestyle,213,9/29/19,Cash,4
9282,WALM025,45-54,Non-Binary,"Newark, NJ",Fashion accessories,57,5/22/22,Cash,7
9283,WALM046,25-34,Prefer Not to Say,"Salt Lake City, UT",Home and lifestyle,55,6/28/21,Cash,3
9284,WALM009,25-34,Non-Binary,"St. Louis, MO",Fashion accessories,72,9/1/21,Cash,7
9285,WALM082,18-24,Female,"Manchester, NH",Home and lifestyle,66,10/3/23,Cash,3
9286,WALM046,35-44,Prefer Not to Say,"Jackson, MS",Fashion accessories,150,4/26/23,Cash,6
9287,WALM073,35-44,Male,"Albuquerque, NM",Home and lifestyle,45,4/13/22,Cash,5
9288,WALM069,25-34,Non-Binary,"Detroit, MI",Fashion accessories,87,8/15/23,Cash,5
9289,WALM073,45-54,Non-Binary,"Burlington, VT",Home and lifestyle,19,3/7/21,Cash,7
9290,WALM054,35-44,Male,"Virginia Beach, VA",Fashion accessories,102,2/20/19,Cash,6
9291,WALM025,45-54,Prefer Not to Say,"Anchorage, AK",Home and lifestyle,63,8/13/19,Cash,3
9292,WALM035,55+,Male,"Atlanta, GA",Fashion accessories,192,12/22/19,Cash,4
9293,WALM086,35-44,Non-Binary,"Wilmington, DE",Home and lifestyle,168,3/13/19,Cash,7
9294,WALM009,18-24,Male,"Boston, MA",Fashion accessories,54,5/24/20,Cash,6
9295,WALM089,18-24,Male,"Hartford, CT",Home and lifestyle,255,2/25/20,Cash,3
9296,WALM025,45-54,Non-Binary,"Jackson, MS",Fashion accessories,58,2/17/21,Cash,6
9297,WALM074,45-54,Prefer Not to Say,"Wichita, KS",Home and lifestyle,72,6/15/20,Cash,6
9298,WALM089,55+,Non-Binary,"Wichita, KS",Fashion accessories,18,2/26/22,Cash,4
9299,WALM035,55+,Prefer Not to Say,"Charlotte, NC",Home and lifestyle,111,4/11/21,Cash,4
9300,WALM075,25-34,Non-Binary,"Charleston, SC",Fashion accessories,68,5/23/19,Cash,3
9301,WALM084,45-54,Non-Binary,"Charlotte, NC",Home and lifestyle,82,7/20/19,Cash,4
9302,WALM075,55+,Prefer Not to Say,"Charlotte, NC",Fashion accessories,177,5/21/21,Cash,6
9303,WALM035,18-24,Prefer Not to Say,"Billings, MT",Home and lifestyle,73,12/4/22,Cash,4
9304,WALM075,35-44,Female,"Las Vegas, NV",Fashion accessories,148,9/18/19,Cash,4
9305,WALM032,55+,Non-Binary,"Omaha, NE",Home and lifestyle,234,6/1/20,Cash,7
9306,WALM099,18-24,Non-Binary,"Detroit, MI",Fashion accessories,165,2/26/20,Cash,5
9307,WALM082,35-44,Prefer Not to Say,"New Orleans, LA",Home and lifestyle,135,6/21/21,Cash,5
9308,WALM056,55+,Female,"Des Moines, IA",Fashion accessories,195,3/5/19,Cash,5
9309,WALM099,45-54,Female,"Milwaukee, WI",Home and lifestyle,38,5/27/19,Cash,7
9310,WALM058,25-34,Prefer Not to Say,"Philadelphia, PA",Fashion accessories,162,5/23/21,Cash,3
9311,WALM074,45-54,Non-Binary,"Denver, CO",Home and lifestyle,74,10/5/20,Cash,4
9312,WALM074,35-44,Prefer Not to Say,"Charleston, WV",Fashion accessories,132,5/23/20,Cash,3
9313,WALM069,35-44,Female,"Salt Lake City, UT",Home and lifestyle,63,2/2/21,Cash,4
9314,WALM029,18-24,Prefer Not to Say,"Indianapolis, IN",Fashion accessories,38,5/21/19,Cash,6
9315,WALM075,35-44,Non-Binary,"Seattle, WA",Home and lifestyle,246,2/16/19,Cash,5
9316,WALM029,35-44,Prefer Not to Say,"Little Rock, AR",Fashion accessories,74,1/24/22,Cash,4
9317,WALM029,35-44,Male,"Houston, TX",Home and lifestyle,42,9/13/19,Cash,5
9318,WALM069,25-34,Female,"New Orleans, LA",Fashion accessories,76,9/18/20,Cash,3
9319,WALM069,25-34,Female,"Omaha, NE",Home and lifestyle,16,8/20/20,Cash,3
9320,WALM025,55+,Male,"New Orleans, LA",Fashion accessories,228,8/29/19,Cash,7
9321,WALM025,45-54,Prefer Not to Say,"Sioux Falls, SD",Home and lifestyle,53,9/21/23,Cash,6
9322,WALM075,25-34,Prefer Not to Say,"St. Louis, MO",Fashion accessories,81,3/25/19,Cash,6
9323,WALM055,25-34,Prefer Not to Say,"Portland, OR",Home and lifestyle,94,8/16/21,Cash,5
9324,WALM082,45-54,Non-Binary,"Charleston, SC",Fashion accessories,75,3/8/20,Cash,3
9325,WALM086,35-44,Male,"Chicago, IL",Home and lifestyle,45,3/26/20,Cash,6
9326,WALM055,35-44,Prefer Not to Say,"Jackson, MS",Fashion accessories,116,11/6/22,Cash,7
9327,WALM003,18-24,Female,"Wilmington, DE",Home and lifestyle,142,1/3/23,Cash,5
9328,WALM025,25-34,Female,"Charlotte, NC",Fashion accessories,62,9/10/21,Cash,7
9329,WALM056,18-24,Male,"Charleston, WV",Home and lifestyle,57,12/30/23,Cash,3
9330,WALM046,45-54,Non-Binary,"Salt Lake City, UT",Fashion accessories,177,10/10/20,Cash,4
9331,WALM082,25-34,Female,"Las Vegas, NV",Home and lifestyle,51,10/4/22,Cash,4
9332,WALM099,25-34,Prefer Not to Say,"Oklahoma City, OK",Fashion accessories,56,11/26/22,Cash,7
9333,WALM054,25-34,Male,"Omaha, NE",Home and lifestyle,204,6/17/21,Cash,7
9334,WALM056,18-24,Male,"Portland, OR",Fashion accessories,183,10/3/22,Cash,5
9335,WALM029,55+,Female,"Fargo, ND",Home and lifestyle,72,7/31/21,Cash,4
9336,WALM009,25-34,Male,"Houston, TX",Fashion accessories,144,1/30/23,Cash,4
9337,WALM089,18-24,Prefer Not to Say,"Oklahoma City, OK",Home and lifestyle,36,2/19/23,Cash,5
9338,WALM029,35-44,Female,"Detroit, MI",Fashion accessories,19,7/18/21,Cash,6
9339,WALM074,18-24,Prefer Not to Say,"Omaha, NE",Home and lifestyle,50,2/5/21,Cash,7
9340,WALM069,45-54,Female,"Hartford, CT",Fashion accessories,166,10/11/19,Cash,3
9341,WALM086,35-44,Non-Binary,"Boise, ID",Home and lifestyle,168,7/4/23,Cash,3
9342,WALM082,55+,Female,"Charlotte, NC",Fashion accessories,80,7/2/23,Cash,7
9343,WALM086,18-24,Male,"Milwaukee, WI",Home and lifestyle,38,1/19/20,Cash,7
9344,WALM073,25-34,Female,"New York City, NY",Fashion accessories,69,8/26/21,Cash,7
9345,WALM054,35-44,Male,"Jackson, MS",Home and lifestyle,126,2/19/21,Cash,3
9346,WALM050,18-24,Non-Binary,"Portland, OR",Fashion accessories,144,6/28/23,Credit card,6
9347,WALM009,18-24,Female,"Hartford, CT",Home and lifestyle,68,7/11/22,Cash,6
9348,WALM038,25-34,Female,"Philadelphia, PA",Fashion accessories,96,11/20/23,Cash,7
9349,WALM058,35-44,Female,"Minneapolis, MN",Home and lifestyle,80,9/10/19,Cash,4
9350,WALM035,18-24,Prefer Not to Say,"Chicago, IL",Fashion accessories,120,7/20/22,Cash,3
9351,WALM087,18-24,Female,"Little Rock, AR",Home and lifestyle,57,6/15/20,Cash,7
9352,WALM032,35-44,Female,"St. Louis, MO",Fashion accessories,70,5/2/20,Cash,3
9353,WALM030,45-54,Female,"Minneapolis, MN",Home and lifestyle,141,7/19/21,Cash,3
9354,WALM030,18-24,Female,"Salt Lake City, UT",Fashion accessories,122,3/11/19,Cash,3
9355,WALM035,35-44,Non-Binary,"Birmingham, AL",Home and lifestyle,62,1/6/23,Cash,5
9356,WALM054,45-54,Prefer Not to Say,"Wichita, KS",Fashion accessories,50,1/13/19,Cash,5
9357,WALM029,45-54,Prefer Not to Say,"Seattle, WA",Home and lifestyle,246,3/12/22,Cash,7
9358,WALM099,35-44,Female,"Fargo, ND",Fashion accessories,141,4/12/23,Cash,6
9359,WALM055,18-24,Male,"Houston, TX",Home and lifestyle,126,10/27/22,Cash,3
9360,WALM009,25-34,Male,"Las Vegas, NV",Fashion accessories,246,10/16/20,Cash,4
9361,WALM075,55+,Male,"Boise, ID",Home and lifestyle,231,4/10/20,Cash,4
9362,WALM009,18-24,Non-Binary,"Portland, OR",Fashion accessories,249,4/13/23,Cash,5
9363,WALM050,35-44,Male,"Boise, ID",Home and lifestyle,120,2/4/20,Credit card,7
9364,WALM084,45-54,Male,"Hartford, CT",Fashion accessories,46,7/25/20,Cash,6
9365,WALM054,25-34,Female,"New York City, NY",Home and lifestyle,168,2/5/21,Cash,7
9366,WALM065,55+,Male,"Hartford, CT",Fashion accessories,201,2/29/20,Cash,6
9367,WALM038,18-24,Female,"Providence, RI",Home and lifestyle,132,1/11/22,Cash,4
9368,WALM038,35-44,Male,"Little Rock, AR",Fashion accessories,45,7/12/23,Cash,6
9369,WALM086,25-34,Non-Binary,"Chicago, IL",Home and lifestyle,68,7/1/21,Cash,5
9370,WALM029,35-44,Female,"Jackson, MS",Fashion accessories,53,3/14/22,Cash,6
9371,WALM082,35-44,Non-Binary,"Omaha, NE",Home and lifestyle,84,10/9/21,Cash,7
9372,WALM086,45-54,Non-Binary,"Anchorage, AK",Fashion accessories,29,5/18/23,Cash,3
9373,WALM099,45-54,Prefer Not to Say,"Baltimore, MD",Home and lifestyle,237,4/24/22,Cash,6
9374,WALM056,25-34,Prefer Not to Say,"Cheyenne, WY",Fashion accessories,123,3/2/22,Cash,4
9375,WALM073,35-44,Prefer Not to Say,"Billings, MT",Home and lifestyle,80,5/5/20,Cash,4
9376,WALM086,18-24,Female,"Milwaukee, WI",Fashion accessories,51,5/14/19,Cash,3
9377,WALM089,55+,Non-Binary,"Portland, ME",Home and lifestyle,76,9/11/19,Cash,5
9378,WALM056,18-24,Non-Binary,"Atlanta, GA",Fashion accessories,30,12/20/22,Cash,5
9379,WALM054,45-54,Female,"Fargo, ND",Home and lifestyle,46,3/13/22,Cash,5
9380,WALM087,45-54,Prefer Not to Say,"Houston, TX",Fashion accessories,23,7/21/21,Cash,7
9381,WALM073,45-54,Female,"Des Moines, IA",Home and lifestyle,126,3/12/19,Cash,7
9382,WALM029,55+,Prefer Not to Say,"Little Rock, AR",Fashion accessories,213,8/23/20,Cash,5
9383,WALM065,35-44,Prefer Not to Say,"Seattle, WA",Home and lifestyle,166,3/28/23,Cash,6
9384,WALM058,18-24,Male,"St. Louis, MO",Fashion accessories,104,5/10/20,Cash,3
9385,WALM089,25-34,Female,"Chicago, IL",Home and lifestyle,168,4/7/21,Cash,3
9386,WALM055,45-54,Male,"Virginia Beach, VA",Fashion accessories,118,1/28/19,Cash,4
9387,WALM046,55+,Male,"Birmingham, AL",Home and lifestyle,186,7/31/23,Cash,4
9388,WALM003,35-44,Female,"Baltimore, MD",Fashion accessories,216,11/24/23,Cash,6
9389,WALM032,35-44,Prefer Not to Say,"Orlando, FL",Home and lifestyle,27,8/23/19,Cash,7
9390,WALM099,45-54,Non-Binary,"Houston, TX",Fashion accessories,249,11/29/22,Cash,6
9391,WALM084,25-34,Non-Binary,"New Orleans, LA",Home and lifestyle,87,2/20/23,Cash,7
9392,WALM075,35-44,Male,"Charleston, WV",Fashion accessories,56,3/26/23,Cash,4
9393,WALM050,35-44,Female,"Omaha, NE",Home and lifestyle,186,3/1/21,Credit card,5
9394,WALM046,35-44,Female,"Hartford, CT",Fashion accessories,29,1/30/20,Cash,4
9395,WALM084,35-44,Prefer Not to Say,"Jackson, MS",Home and lifestyle,28,3/2/21,Cash,4
9396,WALM003,25-34,Male,"New York City, NY",Fashion accessories,177,9/2/22,Cash,5
9397,WALM084,18-24,Prefer Not to Say,"Orlando, FL",Home and lifestyle,17,12/22/23,Cash,6
9398,WALM065,35-44,Female,"Las Vegas, NV",Fashion accessories,198,3/12/23,Cash,4
9399,WALM084,18-24,Female,"Detroit, MI",Home and lifestyle,80,4/21/22,Cash,4
9400,WALM032,25-34,Male,"St. Louis, MO",Fashion accessories,99,8/12/19,Cash,5
9401,WALM075,18-24,Non-Binary,"Virginia Beach, VA",Home and lifestyle,186,2/22/21,Cash,5
9402,WALM029,55+,Prefer Not to Say,"Boston, MA",Fashion accessories,110,12/11/20,Cash,7
9403,WALM087,35-44,Male,"Honolulu, HI",Home and lifestyle,59,3/23/22,Cash,5
9404,WALM086,25-34,Male,"Billings, MT",Fashion accessories,16,4/30/22,Cash,3
9405,WALM099,45-54,Prefer Not to Say,"Portland, ME",Home and lifestyle,58,7/6/20,Cash,7
9406,WALM084,35-44,Prefer Not to Say,"Newark, NJ",Fashion accessories,134,7/8/21,Cash,6
9407,WALM065,45-54,Prefer Not to Say,"New Orleans, LA",Home and lifestyle,114,10/31/23,Cash,3
9408,WALM065,55+,Non-Binary,"Boise, ID",Fashion accessories,60,5/15/22,Cash,6
9409,WALM074,55+,Male,"Denver, CO",Home and lifestyle,58,11/24/22,Cash,7
9410,WALM058,45-54,Prefer Not to Say,"Nashville, TN",Fashion accessories,55,6/10/19,Cash,3
9411,WALM009,45-54,Male,"Billings, MT",Home and lifestyle,66,4/16/20,Cash,5
9412,WALM003,25-34,Non-Binary,"Columbus, OH",Fashion accessories,156,5/7/19,Cash,5
9413,WALM065,35-44,Female,"Newark, NJ",Home and lifestyle,111,4/20/19,Cash,3
9414,WALM003,35-44,Non-Binary,"Orlando, FL",Fashion accessories,78,8/26/19,Cash,4
9415,WALM086,55+,Non-Binary,"Newark, NJ",Home and lifestyle,22,5/13/21,Cash,6
9416,WALM074,25-34,Female,"Atlanta, GA",Fashion accessories,54,2/11/23,Cash,4
9417,WALM029,25-34,Male,"New Orleans, LA",Home and lifestyle,150,4/20/20,Cash,7
9418,WALM054,45-54,Female,"Wichita, KS",Fashion accessories,124,4/5/19,Cash,7
9419,WALM065,55+,Female,"Fargo, ND",Home and lifestyle,37,9/19/23,Cash,4
9420,WALM030,35-44,Female,"Newark, NJ",Fashion accessories,140,7/9/19,Cash,6
9421,WALM050,35-44,Female,"Portland, ME",Home and lifestyle,124,11/13/21,Credit card,7
9422,WALM054,55+,Non-Binary,"Boise, ID",Fashion accessories,88,10/12/23,Cash,7
9423,WALM073,55+,Female,"Columbus, OH",Home and lifestyle,60,4/26/20,Cash,7
9424,WALM038,55+,Male,"Oklahoma City, OK",Fashion accessories,66,4/13/19,Cash,4
9425,WALM009,35-44,Non-Binary,"Omaha, NE",Home and lifestyle,16,5/1/22,Cash,7
9426,WALM099,55+,Non-Binary,"Sioux Falls, SD",Fashion accessories,168,3/21/21,Cash,5
9427,WALM054,18-24,Female,"Phoenix, AZ",Home and lifestyle,75,3/2/23,Cash,6
9428,WALM050,35-44,Prefer Not to Say,"Indianapolis, IN",Fashion accessories,78,11/17/21,Credit card,5
9429,WALM032,45-54,Prefer Not to Say,"Houston, TX",Home and lifestyle,44,6/18/19,Cash,7
9430,WALM086,55+,Female,"Virginia Beach, VA",Fashion accessories,144,5/7/21,Cash,4
9431,WALM038,35-44,Male,"Columbus, OH",Home and lifestyle,114,10/30/21,Cash,3
9432,WALM087,45-54,Non-Binary,"Anchorage, AK",Fashion accessories,32,4/27/23,Cash,4
9433,WALM056,25-34,Female,"Portland, ME",Home and lifestyle,150,11/3/21,Cash,5
9434,WALM035,45-54,Female,"Sioux Falls, SD",Fashion accessories,255,2/6/21,Cash,5
9435,WALM099,45-54,Prefer Not to Say,"Omaha, NE",Home and lifestyle,106,12/16/19,Cash,5
9436,WALM055,45-54,Prefer Not to Say,"Birmingham, AL",Fashion accessories,225,3/26/19,Cash,7
9437,WALM087,18-24,Prefer Not to Say,"Las Vegas, NV",Home and lifestyle,138,7/26/23,Cash,5
9438,WALM086,45-54,Prefer Not to Say,"Atlanta, GA",Fashion accessories,102,7/28/22,Cash,4
9439,WALM075,18-24,Prefer Not to Say,"Wichita, KS",Home and lifestyle,112,11/26/22,Cash,7
9440,WALM086,35-44,Prefer Not to Say,"Little Rock, AR",Fashion accessories,162,4/24/23,Cash,5
9441,WALM065,18-24,Male,"New York City, NY",Home and lifestyle,74,5/23/20,Cash,4
9442,WALM058,45-54,Non-Binary,"Little Rock, AR",Fashion accessories,110,11/17/21,Cash,5
9443,WALM089,55+,Female,"Nashville, TN",Home and lifestyle,20,4/14/19,Cash,4
9444,WALM055,45-54,Non-Binary,"Birmingham, AL",Fashion accessories,44,4/10/19,Cash,3
9445,WALM065,55+,Non-Binary,"Salt Lake City, UT",Home and lifestyle,136,6/1/20,Cash,7
9446,WALM082,35-44,Female,"Omaha, NE",Fashion accessories,213,12/22/19,Cash,3
9447,WALM029,25-34,Female,"Milwaukee, WI",Home and lifestyle,52,9/3/20,Cash,4
9448,WALM086,25-34,Non-Binary,"Hartford, CT",Fashion accessories,231,8/28/23,Cash,7
9449,WALM058,18-24,Female,"Birmingham, AL",Home and lifestyle,104,8/31/23,Cash,3
9450,WALM054,18-24,Prefer Not to Say,"Los Angeles, CA",Fashion accessories,84,1/30/19,Cash,7
9451,WALM054,25-34,Female,"Denver, CO",Home and lifestyle,102,11/2/21,Cash,6
9452,WALM030,55+,Female,"Columbus, OH",Fashion accessories,164,10/6/21,Cash,5
9453,WALM069,25-34,Prefer Not to Say,"Portland, OR",Home and lifestyle,186,4/15/22,Cash,3
9454,WALM089,55+,Non-Binary,"Columbus, OH",Fashion accessories,45,2/29/20,Cash,6
9455,WALM065,18-24,Male,"Wichita, KS",Home and lifestyle,207,10/19/20,Cash,3
9456,WALM003,45-54,Female,"Virginia Beach, VA",Fashion accessories,64,10/26/22,Cash,6
9457,WALM009,55+,Male,"Hartford, CT",Home and lifestyle,40,6/26/22,Cash,7
9458,WALM086,18-24,Non-Binary,"Charleston, SC",Fashion accessories,47,5/19/22,Cash,4
9459,WALM038,35-44,Non-Binary,"Los Angeles, CA",Home and lifestyle,33,2/28/23,Cash,5
9460,WALM086,35-44,Prefer Not to Say,"Omaha, NE",Fashion accessories,72,9/22/19,Cash,5
9461,WALM069,18-24,Prefer Not to Say,"Indianapolis, IN",Home and lifestyle,219,6/25/22,Cash,4
9462,WALM056,45-54,Non-Binary,"Newark, NJ",Fashion accessories,22,9/15/19,Cash,7
9463,WALM032,18-24,Non-Binary,"Billings, MT",Home and lifestyle,18,1/30/23,Cash,3
9464,WALM099,45-54,Male,"Little Rock, AR",Fashion accessories,30,10/19/23,Cash,6
9465,WALM099,25-34,Female,"Detroit, MI",Home and lifestyle,72,6/11/21,Cash,3
9466,WALM086,35-44,Female,"Boston, MA",Fashion accessories,246,3/20/21,Cash,6
9467,WALM038,35-44,Prefer Not to Say,"Manchester, NH",Home and lifestyle,120,2/14/19,Cash,6
9468,WALM075,45-54,Non-Binary,"New York City, NY",Fashion accessories,162,11/28/20,Cash,5
9469,WALM050,45-54,Prefer Not to Say,"Detroit, MI",Home and lifestyle,26,6/18/20,Credit card,5
9470,WALM073,55+,Male,"Jackson, MS",Fashion accessories,147,10/12/22,Cash,7
9471,WALM087,45-54,Non-Binary,"Oklahoma City, OK",Home and lifestyle,159,3/20/22,Cash,7
9472,WALM069,25-34,Female,"Sioux Falls, SD",Fashion accessories,56,8/7/21,Cash,7
9473,WALM029,55+,Female,"Des Moines, IA",Home and lifestyle,128,5/4/20,Cash,6
9474,WALM075,18-24,Male,"Atlanta, GA",Fashion accessories,72,7/18/21,Cash,3
9475,WALM084,25-34,Female,"Los Angeles, CA",Home and lifestyle,213,2/21/19,Cash,5
9476,WALM082,55+,Prefer Not to Say,"St. Louis, MO",Fashion accessories,68,11/21/22,Cash,4
9477,WALM038,35-44,Female,"Minneapolis, MN",Home and lifestyle,50,6/28/19,Cash,5
9478,WALM035,45-54,Female,"Sioux Falls, SD",Fashion accessories,76,9/11/21,Cash,6
9479,WALM038,18-24,Male,"New York City, NY",Home and lifestyle,59,2/19/19,Cash,7
9480,WALM099,18-24,Non-Binary,"Birmingham, AL",Fashion accessories,37,6/11/19,Cash,3
9481,WALM084,45-54,Non-Binary,"Seattle, WA",Home and lifestyle,56,4/27/20,Cash,7
9482,WALM086,45-54,Prefer Not to Say,"Boise, ID",Fashion accessories,32,2/1/21,Cash,6
9483,WALM074,35-44,Prefer Not to Say,"Sioux Falls, SD",Home and lifestyle,50,11/8/22,Cash,5
9484,WALM056,45-54,Male,"Charlotte, NC",Fashion accessories,39,2/9/23,Cash,4
9485,WALM087,25-34,Prefer Not to Say,"Orlando, FL",Home and lifestyle,134,8/27/22,Cash,5
9486,WALM099,35-44,Male,"Columbus, OH",Fashion accessories,16,12/15/20,Cash,7
9487,WALM035,18-24,Female,"Omaha, NE",Home and lifestyle,63,11/1/20,Cash,6
9488,WALM058,18-24,Prefer Not to Say,"Philadelphia, PA",Fashion accessories,66,1/2/20,Cash,7
9489,WALM082,45-54,Male,"Charlotte, NC",Home and lifestyle,160,10/6/23,Cash,3
9490,WALM084,25-34,Female,"Boise, ID",Fashion accessories,183,1/29/23,Cash,3
9491,WALM009,55+,Female,"Wichita, KS",Home and lifestyle,23,1/12/21,Cash,7
9492,WALM069,55+,Female,"Anchorage, AK",Fashion accessories,213,6/8/23,Cash,7
9493,WALM032,25-34,Prefer Not to Say,"Baltimore, MD",Home and lifestyle,246,3/12/21,Cash,3
9494,WALM046,55+,Female,"Portland, ME",Fashion accessories,135,4/7/20,Cash,3
9495,WALM089,25-34,Prefer Not to Say,"Honolulu, HI",Home and lifestyle,80,1/10/22,Cash,7
9496,WALM099,45-54,Female,"Philadelphia, PA",Fashion accessories,134,2/20/22,Cash,7
9497,WALM087,35-44,Female,"New Orleans, LA",Home and lifestyle,60,8/7/20,Cash,4
9498,WALM065,25-34,Female,"Boston, MA",Fashion accessories,60,4/22/22,Cash,7
9499,WALM074,45-54,Female,"Charleston, WV",Home and lifestyle,44,1/8/23,Cash,7
9500,WALM003,18-24,Female,"Wichita, KS",Fashion accessories,231,12/8/23,Cash,4
9501,WALM084,55+,Male,"Los Angeles, CA",Home and lifestyle,111,10/21/23,Cash,3
9502,WALM032,55+,Female,"Wilmington, DE",Fashion accessories,168,7/19/23,Cash,4
9503,WALM082,45-54,Prefer Not to Say,"Charlotte, NC",Home and lifestyle,33,7/25/21,Cash,6
9504,WALM084,25-34,Prefer Not to Say,"Detroit, MI",Fashion accessories,48,10/9/20,Cash,4
9505,WALM029,18-24,Prefer Not to Say,"Boise, ID",Home and lifestyle,44,3/14/20,Cash,5
9506,WALM003,25-34,Prefer Not to Say,"Albuquerque, NM",Fashion accessories,19,7/18/23,Cash,6
9507,WALM099,35-44,Prefer Not to Say,"Providence, RI",Home and lifestyle,39,2/27/23,Cash,7
9508,WALM058,45-54,Prefer Not to Say,"Phoenix, AZ",Fashion accessories,99,6/12/23,Cash,4
9509,WALM082,35-44,Female,"Baltimore, MD",Home and lifestyle,39,11/1/19,Cash,4
9510,WALM009,18-24,Male,"Houston, TX",Fashion accessories,249,8/12/20,Cash,7
9511,WALM086,45-54,Female,"Seattle, WA",Home and lifestyle,64,10/9/19,Cash,5
9512,WALM058,55+,Female,"Seattle, WA",Fashion accessories,15,1/19/21,Cash,3
9513,WALM075,25-34,Prefer Not to Say,"Baltimore, MD",Home and lifestyle,102,5/28/23,Cash,5
9514,WALM084,25-34,Non-Binary,"Honolulu, HI",Fashion accessories,102,11/1/23,Cash,5
9515,WALM089,25-34,Male,"Newark, NJ",Home and lifestyle,136,10/31/20,Cash,6
9516,WALM025,55+,Female,"Charleston, SC",Fashion accessories,45,10/19/19,Cash,7
9517,WALM003,25-34,Male,"Charleston, SC",Home and lifestyle,104,8/2/19,Cash,6
9518,WALM065,45-54,Male,"Oklahoma City, OK",Fashion accessories,78,7/27/23,Cash,4
9519,WALM054,55+,Non-Binary,"Portland, ME",Home and lifestyle,166,5/29/23,Cash,6
9520,WALM054,35-44,Female,"Des Moines, IA",Fashion accessories,15,3/6/20,Cash,7
9521,WALM099,35-44,Male,"Honolulu, HI",Home and lifestyle,243,11/18/23,Cash,6
9522,WALM089,18-24,Non-Binary,"Portland, ME",Fashion accessories,110,6/5/23,Cash,3
9523,WALM082,45-54,Prefer Not to Say,"Los Angeles, CA",Home and lifestyle,30,12/20/21,Cash,4
9524,WALM046,45-54,Non-Binary,"Omaha, NE",Fashion accessories,82,7/19/22,Cash,4
9525,WALM025,18-24,Female,"Boston, MA",Home and lifestyle,79,8/29/20,Cash,3
9526,WALM032,35-44,Non-Binary,"Indianapolis, IN",Fashion accessories,86,10/9/21,Cash,4
9527,WALM074,25-34,Non-Binary,"Little Rock, AR",Home and lifestyle,90,8/29/20,Cash,7
9528,WALM038,25-34,Male,"Wichita, KS",Fashion accessories,144,9/2/19,Cash,7
9529,WALM030,35-44,Female,"Louisville, KY",Home and lifestyle,90,9/3/19,Cash,4
9530,WALM003,18-24,Non-Binary,"Virginia Beach, VA",Fashion accessories,85,5/11/22,Cash,7
9531,WALM029,18-24,Male,"Wilmington, DE",Home and lifestyle,112,4/27/23,Cash,3
9532,WALM009,25-34,Female,"Providence, RI",Fashion accessories,234,7/6/23,Cash,6
9533,WALM082,35-44,Female,"Manchester, NH",Home and lifestyle,192,7/9/23,Cash,6
9534,WALM003,45-54,Female,"Burlington, VT",Fashion accessories,128,7/11/19,Cash,6
